transaction_id,user_id,age,gender,daily_screen_time_hours,social_media_hours,gaming_hours,work_study_hours,sleep_hours,notifications_per_day,app_opens_per_day,weekend_screen_time,stress_level,academic_work_impact,addiction_level,addicted_label
TXN06071,U06071,18,Male,4.12,5.5,3.24,2.28,5.1,101,136,6.75,High,No,Moderate,1
TXN06072,U06072,25,Female,7.32,4.59,4.62,4.39,3.73,227,222,8.71,Medium,Yes,Severe,1
TXN06073,U06073,24,Other,9.82,3.9,4.72,3.75,4.89,197,210,10.52,High,No,Severe,1
TXN06074,U06074,21,Male,6.8,2.82,2.73,2.03,5.44,190,95,9.02,Medium,Yes,Moderate,1
TXN06075,U06075,18,Female,8.01,1.9,5.39,2.5,5.31,310,152,10.31,Low,Yes,Moderate,1
TXN06076,U06076,33,Male,3.3,5.58,3.39,2.87,4.01,273,132,5.7,Medium,Yes,Moderate,1
TXN06077,U06077,32,Male,8.73,2.04,3.04,3.14,6.31,129,86,11.7,High,Yes,Moderate,1
TXN06078,U06078,19,Female,8.48,2.13,4.76,3.39,3.44,230,79,10.33,Medium,No,Moderate,1
TXN06079,U06079,27,Other,3.96,5.84,5.3,0.6,6.28,233,251,6.64,Medium,No,Severe,1
TXN06080,U06080,34,Other,6.47,5.03,3.88,4.13,4.06,283,72,7.93,Medium,No,Moderate,1
TXN06081,U06081,18,Female,10.55,4.63,2.17,5.87,6.4,199,154,13.04,Low,Yes,Moderate,1
TXN06082,U06082,24,Other,10.29,2.08,3.7,1.79,3.68,180,91,11.65,Low,No,Moderate,1
TXN06083,U06083,28,Female,9.43,2.76,2.21,3.79,6.32,315,138,12.32,Low,No,Moderate,1
TXN06084,U06084,20,Female,10.46,0.93,4.41,1.6,5.04,213,107,11.61,Low,No,Severe,1
TXN06085,U06085,30,Male,6.31,2.02,4.38,4.55,6.42,172,141,8.74,High,No,Moderate,1
TXN06086,U06086,18,Other,6.83,3.62,1.73,4.06,4.98,185,139,9.67,Low,No,Mild,0
TXN06087,U06087,23,Male,3.98,3.78,2.37,1.16,7.42,106,75,6.46,Medium,Yes,Mild,0
TXN06088,U06088,23,Male,6.24,1.16,2.2,4.95,5.99,60,71,8.1,High,Yes,Mild,0
TXN06089,U06089,21,Other,3.5,2.58,3.48,3.71,4.68,190,41,5.5,Low,No,,0
TXN06090,U06090,26,Male,8.05,3.56,3.62,5.24,4.8,233,90,9.68,Medium,Yes,Severe,1
TXN06091,U06091,33,Female,3.43,1.93,0.22,2.55,8.76,215,176,5.19,Low,Yes,,0
TXN06092,U06092,26,Male,11.16,4.19,3.96,3.95,6.6,247,226,13.56,Medium,No,Moderate,1
TXN06093,U06093,28,Male,7.41,3.76,3.71,1.72,5.09,219,73,8.17,Medium,Yes,Mild,0
TXN06094,U06094,25,Female,4.52,1.69,3.54,0.88,7.17,160,113,7.25,High,Yes,,0
TXN06095,U06095,32,Male,11.69,1.86,4.08,0.85,6.03,174,195,12.44,Medium,No,Severe,1
TXN06096,U06096,32,Female,8.02,1.32,3.83,5.7,3.04,143,226,10.86,High,No,Severe,1
TXN06097,U06097,30,Female,8.4,2.14,3.7,2.35,3.8,162,190,9.15,Medium,Yes,Moderate,1
TXN06098,U06098,32,Male,3.77,5.79,4.55,5.94,4.67,156,75,5.26,Low,Yes,Moderate,1
TXN06099,U06099,29,Female,6.62,2.17,1.93,4.7,5.02,118,129,9.26,Low,Yes,Moderate,1
TXN06100,U06100,25,Male,5.98,4.86,1.94,2.93,5.18,271,131,8.71,High,No,Moderate,1
TXN06101,U06101,21,Other,3.53,5.39,5.09,2.93,5.34,185,194,6.4,Medium,Yes,Moderate,1
TXN06102,U06102,22,Female,4.06,5.23,4.13,5.09,4.74,234,104,6.9,Low,Yes,Severe,1
TXN06103,U06103,34,Female,6.87,2.75,2.49,0.96,5.48,139,205,7.5,High,No,Mild,0
TXN06104,U06104,18,Other,5.13,5.9,5.14,5.32,6.3,93,192,6.97,Medium,Yes,Moderate,1
TXN06105,U06105,26,Female,3.2,3.05,1.81,1.77,8.82,138,20,3.79,Low,No,,0
TXN06106,U06106,27,Male,9.05,4.85,3.1,1.25,7.27,101,229,10.67,Medium,No,Moderate,1
TXN06107,U06107,35,Other,10.54,4.56,6.17,3.49,3.07,300,171,12.47,Low,Yes,Severe,1
TXN06108,U06108,26,Other,8.09,0.84,2.66,3.73,3.73,208,120,8.85,Low,No,Severe,1
TXN06109,U06109,18,Male,10.86,2.07,3.75,3.01,6.71,193,178,11.86,High,Yes,Moderate,1
TXN06110,U06110,21,Male,7.19,2.62,5.3,1.5,5.65,264,98,10.18,Low,No,Moderate,1
TXN06111,U06111,34,Male,11.24,4.12,3.2,5.29,3.0,241,116,12.49,Low,Yes,Moderate,1
TXN06112,U06112,24,Male,5.81,2.37,3.07,1.54,7.36,99,48,6.67,Medium,No,,0
TXN06113,U06113,29,Female,9.62,4.78,4.71,4.66,6.3,140,164,12.2,Medium,No,Moderate,1
TXN06114,U06114,22,Other,11.86,0.83,5.15,3.9,4.62,229,99,13.01,Low,No,Moderate,1
TXN06115,U06115,33,Male,3.93,0.87,2.72,4.59,8.16,103,27,5.78,Low,No,,0
TXN06116,U06116,21,Female,11.76,1.02,4.59,5.84,3.0,259,133,13.73,Medium,No,Severe,1
TXN06117,U06117,19,Male,8.81,2.26,6.22,5.52,3.04,148,129,10.11,High,No,Severe,1
TXN06118,U06118,22,Female,11.21,2.02,4.43,4.57,3.73,105,184,13.0,High,Yes,Moderate,1
TXN06119,U06119,18,Other,10.55,3.71,5.17,3.78,3.31,313,103,12.91,High,Yes,Severe,1
TXN06120,U06120,32,Female,4.45,5.63,5.52,2.71,4.0,115,76,6.11,High,No,Moderate,1
TXN06121,U06121,24,Female,5.6,1.67,2.5,5.39,6.37,73,128,6.82,High,Yes,Mild,0
TXN06122,U06122,21,Male,7.0,2.52,2.44,4.87,6.2,64,70,8.8,Low,No,Mild,0
TXN06123,U06123,18,Male,3.05,1.54,0.94,2.8,8.19,99,205,5.86,High,Yes,Mild,0
TXN06124,U06124,25,Female,9.88,2.63,3.77,1.11,4.88,209,178,11.4,Medium,Yes,Moderate,1
TXN06125,U06125,34,Male,9.43,2.24,3.41,3.6,3.03,252,143,11.08,Medium,Yes,Moderate,1
TXN06126,U06126,25,Other,10.52,4.31,2.85,5.34,3.37,148,107,12.44,Low,Yes,Moderate,1
TXN06127,U06127,23,Male,10.26,3.88,3.52,3.96,3.7,254,128,11.11,Low,Yes,Severe,1
TXN06128,U06128,21,Female,3.39,3.47,4.07,4.35,6.14,142,52,4.86,Medium,Yes,Mild,0
TXN06129,U06129,21,Female,9.4,5.27,1.7,4.48,4.26,179,98,12.13,High,No,Moderate,1
TXN06130,U06130,35,Male,8.33,4.94,3.53,2.19,5.11,94,188,9.46,High,No,Moderate,1
TXN06131,U06131,27,Female,8.47,3.9,4.24,4.06,5.51,192,123,10.39,Medium,Yes,Moderate,1
TXN06132,U06132,30,Female,8.12,0.95,3.27,4.24,4.99,281,83,9.49,High,No,Moderate,1
TXN06133,U06133,25,Male,9.81,2.35,2.04,5.85,7.14,271,175,11.42,High,No,Moderate,1
TXN06134,U06134,26,Male,5.74,2.63,3.91,5.39,5.25,203,171,8.58,High,Yes,Mild,0
TXN06135,U06135,22,Female,8.76,4.66,3.24,1.59,3.0,262,180,9.48,Low,Yes,Severe,1
TXN06136,U06136,34,Other,11.31,4.41,3.93,2.81,5.62,260,184,12.24,Low,No,Severe,1
TXN06137,U06137,31,Female,3.06,4.32,4.66,4.52,3.0,349,254,3.72,Medium,No,Severe,1
TXN06138,U06138,30,Other,4.86,3.97,1.39,2.75,3.91,252,174,6.47,Medium,Yes,Mild,0
TXN06139,U06139,31,Male,10.14,1.02,4.43,6.0,6.02,154,95,10.97,Low,No,Severe,1
TXN06140,U06140,23,Other,11.56,3.74,2.53,2.81,5.8,94,75,13.9,Low,Yes,Moderate,1
TXN06141,U06141,28,Male,7.11,5.46,4.62,2.24,3.32,161,137,7.66,High,No,Severe,1
TXN06142,U06142,19,Other,7.09,2.11,2.89,2.64,4.51,247,144,9.82,Medium,Yes,Mild,0
TXN06143,U06143,30,Female,11.98,0.79,4.83,1.32,4.09,169,218,13.41,Medium,No,Severe,1
TXN06144,U06144,35,Male,11.38,4.6,2.4,2.48,5.48,171,224,12.92,High,Yes,Severe,1
TXN06145,U06145,31,Other,10.04,5.06,3.11,3.13,5.19,286,223,12.81,Medium,No,Moderate,1
TXN06146,U06146,23,Male,10.37,2.19,5.67,5.72,5.24,284,208,12.12,Medium,Yes,Severe,1
TXN06147,U06147,34,Other,7.85,3.31,3.18,2.3,6.27,156,152,10.08,High,No,Mild,0
TXN06148,U06148,29,Female,5.6,1.18,2.25,0.88,5.66,158,185,7.05,Low,Yes,Mild,0
TXN06149,U06149,31,Male,10.12,2.41,5.82,5.48,3.28,217,245,12.09,Low,Yes,Severe,1
TXN06150,U06150,19,Male,8.35,3.77,2.98,1.37,5.34,313,125,9.11,High,No,Moderate,1
TXN06151,U06151,28,Female,8.98,4.47,3.92,4.88,3.28,178,149,11.15,High,Yes,Severe,1
TXN06152,U06152,21,Female,8.44,3.21,3.09,5.7,4.41,293,199,10.5,High,No,Severe,1
TXN06153,U06153,33,Male,3.91,5.37,4.21,2.5,5.4,201,101,5.94,High,No,Severe,1
TXN06154,U06154,25,Female,8.89,4.79,6.06,1.77,6.27,191,238,10.3,Low,Yes,Severe,1
TXN06155,U06155,20,Female,7.86,2.47,1.02,4.57,5.63,104,42,10.77,High,No,Mild,0
TXN06156,U06156,25,Other,10.56,3.39,1.93,4.46,4.34,220,186,12.57,Low,No,Moderate,1
TXN06157,U06157,26,Male,7.99,3.83,3.75,3.49,4.89,106,161,8.53,High,No,Mild,0
TXN06158,U06158,24,Other,10.39,4.71,2.75,0.86,4.38,224,251,11.03,High,Yes,Severe,1
TXN06159,U06159,23,Female,11.36,4.5,4.3,2.93,3.99,338,254,12.86,Low,No,Severe,1
TXN06160,U06160,23,Other,3.0,0.68,0.24,0.71,4.54,29,31,4.82,Low,No,,0
TXN06161,U06161,30,Female,4.67,5.75,2.09,3.82,6.46,303,202,6.57,Low,Yes,Moderate,1
TXN06162,U06162,23,Male,5.21,5.73,5.34,5.15,3.11,196,179,6.71,Medium,Yes,Severe,1
TXN06163,U06163,33,Male,8.33,2.11,2.19,2.43,5.59,122,68,9.25,Low,No,Moderate,1
TXN06164,U06164,33,Male,10.39,5.46,6.21,5.3,3.65,180,128,11.8,Low,Yes,Severe,1
TXN06165,U06165,21,Other,10.06,3.0,5.65,2.18,3.0,232,198,10.94,Medium,No,Severe,1
TXN06166,U06166,34,Female,10.38,3.94,5.19,3.14,3.26,253,230,12.31,Low,No,Moderate,1
TXN06167,U06167,28,Female,6.38,5.93,5.09,4.0,4.51,321,106,9.08,Medium,Yes,Severe,1
TXN06168,U06168,18,Female,11.26,3.99,2.94,3.0,3.0,262,69,13.91,Medium,Yes,Moderate,1
TXN06169,U06169,28,Female,8.27,1.0,4.95,3.4,3.99,144,148,9.07,High,Yes,Severe,1
TXN06170,U06170,32,Other,3.32,2.81,1.19,0.98,6.44,245,134,5.88,Medium,Yes,Mild,0
TXN06171,U06171,25,Other,5.92,1.25,2.24,2.97,6.46,94,47,8.5,Medium,No,Mild,0
TXN06172,U06172,26,Other,11.64,0.52,5.57,4.52,5.52,233,220,12.53,High,Yes,Moderate,1
TXN06173,U06173,28,Female,10.17,5.22,4.72,5.93,5.2,234,138,13.15,High,Yes,Severe,1
TXN06174,U06174,22,Male,8.91,2.36,5.6,5.51,3.93,233,226,10.88,Low,No,Moderate,1
TXN06175,U06175,23,Female,10.21,1.74,3.78,2.8,5.56,184,140,11.36,High,No,Moderate,1
TXN06176,U06176,28,Male,10.77,2.1,3.16,3.51,3.0,186,255,13.09,Low,Yes,Severe,1
TXN06177,U06177,34,Other,11.81,3.61,6.01,3.17,5.96,355,144,14.78,Low,No,Severe,1
TXN06178,U06178,22,Female,8.04,2.92,3.92,3.36,4.94,224,76,9.7,High,Yes,Moderate,1
TXN06179,U06179,21,Female,9.24,1.1,3.35,4.97,5.52,249,121,10.25,High,No,Moderate,1
TXN06180,U06180,29,Male,7.54,1.43,2.34,1.86,5.39,189,124,9.91,High,No,Mild,0
TXN06181,U06181,26,Male,10.59,3.18,4.51,3.03,6.13,351,194,13.44,High,Yes,Severe,1
TXN06182,U06182,32,Male,5.71,1.03,1.33,2.11,8.17,154,127,8.08,Low,Yes,,0
TXN06183,U06183,18,Male,11.1,1.85,4.24,5.22,5.04,115,183,13.19,High,No,Moderate,1
TXN06184,U06184,26,Other,8.62,4.89,3.8,5.33,6.04,319,126,10.18,Low,Yes,Moderate,1
TXN06185,U06185,34,Other,5.73,4.04,3.88,2.47,4.55,331,219,6.41,Medium,Yes,Severe,1
TXN06186,U06186,23,Other,10.56,3.08,2.73,3.63,3.04,267,216,13.01,Low,Yes,Severe,1
TXN06187,U06187,22,Other,9.17,1.85,2.41,3.84,4.0,262,219,11.55,Medium,No,Severe,1
TXN06188,U06188,27,Male,8.49,0.98,3.17,5.61,3.0,229,134,9.69,High,Yes,Severe,1
TXN06189,U06189,32,Female,5.56,2.35,2.04,2.5,7.07,239,47,7.32,Medium,No,,0
TXN06190,U06190,22,Other,10.83,0.79,4.85,0.59,4.19,298,214,13.41,Medium,Yes,Moderate,1
TXN06191,U06191,27,Female,6.13,1.58,4.13,4.96,5.38,210,85,8.84,High,No,Mild,0
TXN06192,U06192,23,Male,6.83,3.09,1.13,5.17,4.09,194,74,9.54,Low,No,Mild,0
TXN06193,U06193,22,Other,3.61,1.7,3.8,0.98,6.41,200,83,4.63,Low,No,Mild,0
TXN06194,U06194,27,Male,5.95,5.61,6.21,1.31,3.99,300,90,8.86,Medium,No,Severe,1
TXN06195,U06195,32,Other,11.36,2.72,3.55,4.18,5.53,241,99,13.09,Low,Yes,Severe,1
TXN06196,U06196,22,Female,9.48,5.5,1.95,3.51,5.53,170,94,10.2,High,No,Moderate,1
TXN06197,U06197,26,Female,4.15,5.98,5.91,4.1,3.8,160,180,6.6,Medium,No,Severe,1
TXN06198,U06198,33,Female,5.75,4.44,3.77,2.5,3.51,141,235,6.92,Medium,Yes,Severe,1
TXN06199,U06199,34,Other,4.27,2.25,0.84,3.45,7.04,71,60,5.67,High,No,Mild,0
TXN06200,U06200,29,Other,10.75,5.43,5.15,2.83,6.41,219,145,11.89,Low,No,Severe,1
TXN06201,U06201,22,Female,11.85,4.68,3.85,4.1,6.08,197,65,12.78,Medium,No,Moderate,1
TXN06202,U06202,32,Other,8.35,4.3,5.09,3.55,5.91,140,118,10.75,Low,Yes,Moderate,1
TXN06203,U06203,35,Female,8.45,2.67,2.76,0.78,6.07,239,200,11.38,Low,Yes,Severe,1
TXN06204,U06204,29,Male,5.19,5.96,5.04,0.92,5.84,273,230,6.58,Medium,Yes,Severe,1
TXN06205,U06205,20,Male,5.39,2.7,2.14,4.0,7.0,222,106,6.75,High,No,,0
TXN06206,U06206,25,Other,11.04,2.72,3.35,0.77,6.56,91,131,12.9,Low,Yes,Moderate,1
TXN06207,U06207,33,Other,9.94,1.21,3.57,2.03,3.0,110,96,10.66,Medium,No,Moderate,1
TXN06208,U06208,21,Other,11.77,4.88,1.71,5.49,5.19,229,159,13.12,High,Yes,Moderate,1
TXN06209,U06209,21,Female,10.93,1.88,2.02,2.07,4.73,239,166,12.12,Medium,No,Moderate,1
TXN06210,U06210,21,Male,3.25,2.15,1.47,3.66,5.69,259,66,4.89,Low,Yes,Mild,0
TXN06211,U06211,21,Other,11.36,5.33,3.16,5.2,6.05,126,234,12.34,High,Yes,Severe,1
TXN06212,U06212,21,Male,11.91,1.74,4.41,4.16,5.68,215,96,14.61,Medium,No,Moderate,1
TXN06213,U06213,31,Female,6.44,2.09,5.17,0.93,4.65,135,147,8.35,Low,No,Moderate,1
TXN06214,U06214,32,Female,8.51,3.1,3.74,4.61,3.04,304,217,10.9,Low,No,Moderate,1
TXN06215,U06215,29,Male,11.82,2.86,3.17,3.44,7.15,233,116,14.45,High,No,Moderate,1
TXN06216,U06216,27,Other,7.98,1.19,4.29,5.52,3.66,97,126,9.47,Medium,No,Moderate,1
TXN06217,U06217,33,Male,6.58,4.58,5.53,2.48,3.0,252,134,7.55,Medium,No,Severe,1
TXN06218,U06218,28,Female,5.75,3.15,3.82,0.81,5.94,130,17,7.48,High,No,,0
TXN06219,U06219,34,Female,11.2,1.53,4.34,3.54,3.3,278,118,14.17,High,No,Severe,1
TXN06220,U06220,20,Male,5.55,1.92,0.87,4.83,4.5,105,71,6.42,High,Yes,Mild,0
TXN06221,U06221,33,Male,5.38,5.45,3.71,3.6,3.72,278,187,6.68,Medium,Yes,Severe,1
TXN06222,U06222,32,Female,9.32,0.63,2.06,3.29,5.54,245,133,10.24,Low,No,Moderate,1
TXN06223,U06223,34,Other,8.28,0.82,3.15,2.67,3.0,224,191,11.25,Low,No,Moderate,1
TXN06224,U06224,22,Other,8.04,5.69,2.46,5.6,3.04,237,111,9.71,Low,No,Moderate,1
TXN06225,U06225,23,Male,10.61,3.22,5.7,4.42,3.9,252,130,11.28,Low,No,Severe,1
TXN06226,U06226,29,Male,7.07,1.78,1.29,3.14,4.78,158,98,9.09,High,No,Mild,0
TXN06227,U06227,30,Female,4.05,5.21,5.1,1.82,6.15,227,107,4.95,High,Yes,Moderate,1
TXN06228,U06228,20,Female,8.28,2.93,4.3,5.71,3.03,138,139,8.85,Medium,No,Severe,1
TXN06229,U06229,20,Other,5.89,3.77,2.99,5.68,5.88,133,173,6.76,High,No,Mild,0
TXN06230,U06230,35,Female,9.63,5.53,4.33,5.98,3.34,229,127,11.81,Low,Yes,Moderate,1
TXN06231,U06231,33,Male,5.16,4.0,0.62,6.0,6.9,73,120,7.95,High,No,,0
TXN06232,U06232,34,Other,7.22,2.09,2.53,0.98,3.19,93,216,8.98,Low,Yes,Moderate,1
TXN06233,U06233,21,Female,6.66,0.85,1.8,5.94,6.21,230,134,8.36,High,Yes,Mild,0
TXN06234,U06234,35,Male,9.74,3.83,4.64,3.1,5.46,179,105,11.85,High,Yes,Moderate,1
TXN06235,U06235,31,Female,11.1,2.81,4.5,4.85,3.0,297,203,13.4,Low,No,Severe,1
TXN06236,U06236,23,Female,8.18,3.68,3.21,5.66,3.0,165,229,10.66,High,Yes,Severe,1
TXN06237,U06237,30,Male,7.37,4.64,2.96,4.26,3.69,267,67,9.98,Medium,No,Moderate,1
TXN06238,U06238,21,Female,8.34,1.95,4.29,5.17,4.16,220,200,9.28,Low,Yes,Moderate,1
TXN06239,U06239,31,Other,7.21,0.67,3.52,4.25,7.32,205,44,7.98,High,No,Mild,0
TXN06240,U06240,26,Female,9.67,1.27,2.29,5.33,3.12,236,159,11.51,Low,Yes,Moderate,1
TXN06241,U06241,20,Male,7.17,2.06,3.76,4.88,5.17,123,97,7.72,Medium,No,Moderate,1
TXN06242,U06242,31,Male,11.97,1.81,3.74,1.96,6.36,131,128,13.36,High,Yes,Moderate,1
TXN06243,U06243,19,Other,3.63,2.67,3.06,2.53,4.97,37,133,4.79,Medium,Yes,,0
TXN06244,U06244,27,Male,4.88,4.26,3.17,2.8,4.87,224,139,6.96,Medium,Yes,Moderate,1
TXN06245,U06245,29,Male,3.17,2.61,3.91,0.76,8.18,81,122,5.4,Medium,No,Mild,0
TXN06246,U06246,30,Male,3.3,0.7,3.3,2.49,7.62,107,119,5.32,Low,No,,0
TXN06247,U06247,23,Male,8.29,5.8,4.03,5.93,5.76,267,189,11.04,Low,No,Moderate,1
TXN06248,U06248,33,Female,3.62,1.85,0.88,0.7,5.03,77,128,5.91,High,No,,0
TXN06249,U06249,21,Female,8.52,5.13,5.88,4.5,6.32,289,110,10.39,High,Yes,Severe,1
TXN06250,U06250,24,Male,5.4,0.98,1.32,5.54,6.22,215,57,6.56,Medium,No,,0
TXN06251,U06251,32,Female,10.9,5.58,4.45,2.13,4.95,155,207,13.73,Low,Yes,Severe,1
TXN06252,U06252,30,Male,10.3,3.56,4.07,2.93,5.53,192,146,11.83,High,Yes,Severe,1
TXN06253,U06253,32,Other,5.83,5.57,5.37,5.36,5.21,212,68,6.48,Low,No,Moderate,1
TXN06254,U06254,35,Male,11.36,3.57,5.06,2.67,3.65,173,128,12.45,Medium,Yes,Moderate,1
TXN06255,U06255,23,Male,4.57,0.9,3.05,0.89,3.81,280,186,7.4,Low,Yes,Mild,0
TXN06256,U06256,33,Male,11.34,5.62,2.58,1.32,3.78,146,78,14.09,Low,Yes,Moderate,1
TXN06257,U06257,35,Male,9.26,1.4,2.97,0.55,3.85,160,123,10.44,Medium,No,Severe,1
TXN06258,U06258,18,Other,6.61,4.9,3.97,3.32,6.22,154,181,8.84,High,Yes,Moderate,1
TXN06259,U06259,18,Other,10.78,1.46,3.2,4.39,5.52,301,133,13.52,Low,Yes,Moderate,1
TXN06260,U06260,23,Other,9.96,4.71,4.49,5.98,3.5,231,107,12.51,High,No,Moderate,1
TXN06261,U06261,28,Other,4.92,3.39,3.59,3.19,5.12,168,108,5.55,High,Yes,Mild,0
TXN06262,U06262,26,Other,9.78,0.7,6.12,5.5,3.65,199,140,10.64,Low,No,Severe,1
TXN06263,U06263,25,Female,4.06,5.93,4.47,4.68,4.49,170,205,6.08,Medium,No,Severe,1
TXN06264,U06264,32,Male,5.14,4.19,5.37,2.0,3.08,350,124,6.22,Medium,Yes,Severe,1
TXN06265,U06265,29,Other,4.64,0.68,3.45,5.19,6.18,207,158,5.68,High,Yes,Mild,0
TXN06266,U06266,27,Other,6.0,4.75,2.61,4.78,4.16,257,80,7.39,Medium,No,Moderate,1
TXN06267,U06267,34,Other,8.5,0.57,3.41,2.58,3.41,120,226,10.73,Medium,No,Moderate,1
TXN06268,U06268,28,Other,5.61,0.73,4.05,5.45,7.38,57,80,8.3,Medium,No,Mild,0
TXN06269,U06269,29,Other,3.92,3.13,3.82,0.51,5.91,27,55,5.63,High,Yes,,0
TXN06270,U06270,23,Other,11.85,0.82,1.63,0.71,5.54,305,87,12.62,High,Yes,Moderate,1
TXN06271,U06271,23,Female,10.37,5.37,2.05,5.77,3.0,308,204,12.98,High,No,Moderate,1
TXN06272,U06272,21,Male,11.02,1.08,4.41,5.13,4.01,198,104,13.52,Medium,Yes,Severe,1
TXN06273,U06273,29,Male,11.3,5.43,3.87,1.72,4.27,271,212,14.18,Low,No,Severe,1
TXN06274,U06274,23,Female,11.28,4.59,2.61,3.52,3.0,160,223,12.35,Low,No,Severe,1
TXN06275,U06275,27,Other,5.29,3.86,0.86,1.96,5.18,94,115,6.8,Medium,No,,0
TXN06276,U06276,26,Female,7.6,1.35,4.39,5.11,3.8,82,114,8.66,Low,Yes,Mild,0
TXN06277,U06277,19,Female,8.43,4.5,4.55,3.03,3.1,274,127,8.96,Medium,Yes,Moderate,1
TXN06278,U06278,19,Other,7.53,4.97,3.08,5.12,3.82,288,154,9.28,Low,No,Moderate,1
TXN06279,U06279,21,Other,9.75,5.66,3.4,1.47,4.54,256,118,11.16,High,No,Severe,1
TXN06280,U06280,25,Female,8.1,5.33,2.44,1.73,4.71,292,252,10.05,Low,No,Severe,1
TXN06281,U06281,22,Male,7.97,3.16,3.8,4.07,3.35,283,91,9.53,High,Yes,Moderate,1
TXN06282,U06282,24,Other,10.7,1.28,3.34,2.11,3.0,146,208,13.7,High,Yes,Severe,1
TXN06283,U06283,25,Other,4.37,2.48,1.22,4.49,7.81,105,96,5.54,High,No,,0
TXN06284,U06284,22,Other,3.78,1.5,0.08,5.23,8.38,120,50,5.35,Medium,Yes,,0
TXN06285,U06285,27,Other,5.67,3.1,3.86,4.02,8.86,173,145,8.27,High,No,,0
TXN06286,U06286,31,Female,7.48,2.1,1.73,5.05,6.48,196,194,10.23,High,No,Mild,0
TXN06287,U06287,35,Female,7.61,2.19,3.42,4.3,5.3,145,122,10.31,Low,Yes,Mild,0
TXN06288,U06288,25,Other,8.44,2.34,3.26,5.88,3.0,179,181,11.06,Low,No,Severe,1
TXN06289,U06289,33,Male,11.79,0.92,2.67,4.73,7.16,245,112,14.61,High,No,Moderate,1
TXN06290,U06290,32,Male,9.97,5.4,2.82,2.5,3.0,291,184,11.22,Medium,No,Severe,1
TXN06291,U06291,21,Female,8.13,5.58,5.3,1.95,4.7,267,91,8.93,Low,Yes,Moderate,1
TXN06292,U06292,27,Other,9.0,5.49,3.02,4.02,5.36,193,95,11.11,High,No,Moderate,1
TXN06293,U06293,29,Female,5.94,1.01,4.24,4.63,6.12,59,89,6.48,High,Yes,Mild,0
TXN06294,U06294,33,Other,3.84,5.87,3.45,3.06,7.3,153,225,5.49,Low,Yes,Moderate,1
TXN06295,U06295,27,Male,8.75,5.5,6.18,3.01,3.0,175,197,11.3,Medium,Yes,Severe,1
TXN06296,U06296,22,Other,8.0,4.62,4.88,3.57,5.53,274,159,10.28,High,No,Severe,1
TXN06297,U06297,19,Male,6.55,3.99,2.96,2.28,7.36,241,210,9.08,Medium,Yes,Moderate,1
TXN06298,U06298,33,Female,9.23,4.16,4.83,1.06,5.72,151,176,10.22,High,No,Severe,1
TXN06299,U06299,25,Other,9.87,2.6,2.48,5.92,6.68,91,72,11.14,Medium,Yes,Moderate,1
TXN06300,U06300,23,Male,4.82,0.52,3.32,2.58,6.91,211,146,7.03,High,Yes,,0
TXN06301,U06301,27,Other,8.33,1.59,3.64,3.23,5.34,301,132,9.52,High,Yes,Moderate,1
TXN06302,U06302,20,Male,7.35,0.78,1.39,1.29,4.2,193,189,8.62,Medium,Yes,Mild,0
TXN06303,U06303,18,Other,3.06,4.46,3.25,3.64,3.0,348,119,4.4,Low,No,Severe,1
TXN06304,U06304,22,Other,7.56,4.76,4.39,1.06,3.54,98,150,9.54,Low,Yes,Moderate,1
TXN06305,U06305,26,Other,9.07,5.42,4.41,1.59,3.0,126,146,10.61,Low,Yes,Moderate,1
TXN06306,U06306,21,Female,7.06,1.4,3.72,0.79,7.73,239,122,9.63,Medium,Yes,Mild,0
TXN06307,U06307,25,Female,11.1,4.44,4.96,3.47,3.98,152,161,12.98,Low,Yes,Severe,1
TXN06308,U06308,29,Other,10.74,2.68,4.71,0.61,3.0,287,245,11.34,High,No,Severe,1
TXN06309,U06309,28,Male,6.74,5.35,4.2,5.37,3.15,171,232,7.57,Low,No,Severe,1
TXN06310,U06310,18,Male,9.25,3.11,3.63,3.17,5.37,127,178,9.95,Low,No,Severe,1
TXN06311,U06311,27,Other,8.12,1.11,4.1,1.15,5.39,145,128,9.94,Low,No,Severe,1
TXN06312,U06312,20,Female,11.67,2.67,2.29,1.83,3.51,193,201,13.22,Medium,Yes,Moderate,1
TXN06313,U06313,33,Male,4.28,2.68,2.67,0.52,6.13,173,17,6.95,Medium,Yes,,0
TXN06314,U06314,24,Other,10.71,2.2,3.98,1.68,7.02,162,217,13.56,High,Yes,Moderate,1
TXN06315,U06315,33,Male,9.97,4.05,3.61,5.97,5.01,218,197,12.25,Low,Yes,Moderate,1
TXN06316,U06316,30,Male,10.93,3.61,1.95,5.33,3.13,301,172,11.85,Medium,No,Moderate,1
TXN06317,U06317,29,Other,4.56,0.62,1.6,2.82,5.22,179,66,7.04,High,No,Mild,0
TXN06318,U06318,24,Other,4.97,4.15,3.55,0.61,6.3,268,94,5.66,Medium,Yes,Severe,1
TXN06319,U06319,27,Male,7.46,4.44,5.84,4.72,3.0,170,176,8.62,High,Yes,Severe,1
TXN06320,U06320,35,Female,10.04,3.56,3.58,3.02,3.87,170,133,11.95,Low,No,Severe,1
TXN06321,U06321,18,Male,7.33,1.36,3.48,2.85,5.58,253,215,9.57,Medium,Yes,Moderate,1
TXN06322,U06322,19,Other,5.36,4.88,5.48,0.98,6.1,244,166,7.97,Medium,Yes,Severe,1
